State,X,Y,Year,NatGasC
VT,9,5,1968,"1,674"
VT,9,5,1969,"2,391"
VT,9,5,1970,"2,679"
VT,9,5,1971,"3,066"
VT,9,5,1972,"3,817"
VT,9,5,1973,"4,212"
VT,9,5,1974,"4,785"
VT,9,5,1975,"4,005"
VT,9,5,1976,"3,700"
VT,9,5,1977,"4,025"
VT,9,5,1978,"3,819"
VT,9,5,1979,"4,398"
VT,9,5,1980,"3,951"
VT,9,5,1981,"4,352"
VT,9,5,1982,"4,340"
VT,9,5,1983,"4,324"
VT,9,5,1984,"4,829"
VT,9,5,1985,"4,958"
VT,9,5,1986,"4,954"
VT,9,5,1987,"5,113"
VT,9,5,1988,"5,494"
VT,9,5,1989,"6,064"
VT,9,5,1990,"6,678"
VT,9,5,1991,"6,988"
VT,9,5,1992,"7,573"
VT,9,5,1993,"7,225"
VT,9,5,1994,"7,282"
VT,9,5,1995,"7,263"
VT,9,5,1996,"7,466"
VT,9,5,1997,"8,314"
VT,9,5,1998,"7,828"
VT,9,5,1999,"8,129"
VT,9,5,2000,"10,552"
VT,9,5,2001,"8,014"
VT,9,5,2002,"8,401"
VT,9,5,2003,"8,451"
VT,9,5,2004,"8,720"
VT,9,5,2005,"8,406"
VT,9,5,2006,"8,064"
VT,9,5,2007,"8,876"
VT,9,5,2008,"8,667"
VT,9,5,2009,"8,681"
VT,9,5,2010,"8,502"
VT,9,5,2011,"8,679"
VT,9,5,2012,"8,290"
VT,9,5,2013,"9,746"
VT,9,5,2014,"10,858"
VT,9,5,2015,"12,248"
VT,9,5,2016,"12,385"
VT,9,5,2017,"12,288"
WA,0,6,1960,"67,207"
WA,0,6,1961,"72,805"
WA,0,6,1962,"84,281"
WA,0,6,1963,"93,433"
WA,0,6,1964,"113,935"
WA,0,6,1965,"116,216"
WA,0,6,1966,"124,827"
WA,0,6,1967,"135,245"
WA,0,6,1968,"148,065"
WA,0,6,1969,"153,481"
WA,0,6,1970,"158,242"
WA,0,6,1971,"165,279"
WA,0,6,1972,"179,823"
WA,0,6,1973,"207,952"
WA,0,6,1974,"191,311"
WA,0,6,1975,"171,236"
WA,0,6,1976,"154,881"
WA,0,6,1977,"149,077"
WA,0,6,1978,"133,338"
WA,0,6,1979,"165,950"
WA,0,6,1980,"135,466"
WA,0,6,1981,"131,189"
WA,0,6,1982,"114,412"
WA,0,6,1983,"111,802"
WA,0,6,1984,"131,970"
WA,0,6,1985,"139,983"
WA,0,6,1986,"121,793"
WA,0,6,1987,"136,092"
WA,0,6,1988,"150,595"
WA,0,6,1989,"167,988"
WA,0,6,1990,"167,616"
WA,0,6,1991,"179,395"
WA,0,6,1992,"180,769"
WA,0,6,1993,"229,616"
WA,0,6,1994,"263,176"
WA,0,6,1995,"264,474"
WA,0,6,1996,"283,909"
WA,0,6,1997,"268,141"
WA,0,6,1998,"303,307"
WA,0,6,1999,"302,262"
WA,0,6,2000,"297,569"
WA,0,6,2001,"322,413"
WA,0,6,2002,"240,494"
WA,0,6,2003,"255,839"
WA,0,6,2004,"269,572"
WA,0,6,2005,"272,167"
WA,0,6,2006,"271,034"
WA,0,6,2007,"279,429"
WA,0,6,2008,"307,085"
WA,0,6,2009,"319,739"
WA,0,6,2010,"294,871"
WA,0,6,2011,"272,261"
WA,0,6,2012,"271,947"
WA,0,6,2013,"327,840"
WA,0,6,2014,"320,167"
WA,0,6,2015,"327,738"
WA,0,6,2016,"324,929"
WA,0,6,2017,"351,273"
WI,5,5,1960,"93,792"
WI,5,5,1961,"117,658"
WI,5,5,1962,"141,294"
WI,5,5,1963,"156,163"
WI,5,5,1964,"173,946"
WI,5,5,1965,"204,093"
WI,5,5,1966,"229,393"
WI,5,5,1967,"253,737"
WI,5,5,1968,"278,560"
WI,5,5,1969,"324,186"
WI,5,5,1970,"344,241"
WI,5,5,1971,"354,746"
WI,5,5,1972,"326,921"
WI,5,5,1973,"373,480"
WI,5,5,1974,"386,865"
WI,5,5,1975,"372,097"
WI,5,5,1976,"320,512"
WI,5,5,1977,"354,397"
WI,5,5,1978,"375,286"
WI,5,5,1979,"372,258"
WI,5,5,1980,"354,672"
WI,5,5,1981,"327,533"
WI,5,5,1982,"315,752"
WI,5,5,1983,"301,791"
WI,5,5,1984,"307,516"
WI,5,5,1985,"311,449"
WI,5,5,1986,"281,637"
WI,5,5,1987,"281,600"
WI,5,5,1988,"319,683"
WI,5,5,1989,"332,749"
WI,5,5,1990,"311,237"
WI,5,5,1991,"333,845"
WI,5,5,1992,"334,868"
WI,5,5,1993,"352,383"
WI,5,5,1994,"360,445"
WI,5,5,1995,"385,342"
WI,5,5,1996,"408,101"
WI,5,5,1997,"404,959"
WI,5,5,1998,"372,082"
WI,5,5,1999,"385,142"
WI,5,5,2000,"397,553"
WI,5,5,2001,"363,022"
WI,5,5,2002,"388,007"
WI,5,5,2003,"397,869"
WI,5,5,2004,"385,999"
WI,5,5,2005,"415,583"
WI,5,5,2006,"376,559"
WI,5,5,2007,"403,947"
WI,5,5,2008,"415,109"
WI,5,5,2009,"392,485"
WI,5,5,2010,"376,627"
WI,5,5,2011,"399,247"
WI,5,5,2012,"410,305"
WI,5,5,2013,"454,050"
WI,5,5,2014,"479,396"
WI,5,5,2015,"476,969"
WI,5,5,2016,"501,042"
WI,5,5,2017,"504,479"
WV,7.5,3,1960,"155,554"
WV,7.5,3,1961,"168,291"
WV,7.5,3,1962,"159,207"
WV,7.5,3,1963,"163,925"
WV,7.5,3,1964,"172,374"
WV,7.5,3,1965,"176,111"
WV,7.5,3,1966,"179,195"
WV,7.5,3,1967,"157,423"
WV,7.5,3,1968,"189,957"
WV,7.5,3,1969,"176,295"
WV,7.5,3,1970,"186,535"
WV,7.5,3,1971,"183,553"
WV,7.5,3,1972,"204,916"
WV,7.5,3,1973,"191,905"
WV,7.5,3,1974,"186,565"
WV,7.5,3,1975,"164,297"
WV,7.5,3,1976,"157,204"
WV,7.5,3,1977,"150,605"
WV,7.5,3,1978,"156,607"
WV,7.5,3,1979,"152,059"
WV,7.5,3,1980,"147,624"
WV,7.5,3,1981,"154,468"
WV,7.5,3,1982,"136,141"
WV,7.5,3,1983,"120,214"
WV,7.5,3,1984,"130,959"
WV,7.5,3,1985,"125,018"
WV,7.5,3,1986,"121,128"
WV,7.5,3,1987,"123,734"
WV,7.5,3,1988,"131,544"
WV,7.5,3,1989,"139,427"
WV,7.5,3,1990,"129,005"
WV,7.5,3,1991,"118,823"
WV,7.5,3,1992,"137,666"
WV,7.5,3,1993,"144,246"
WV,7.5,3,1994,"155,098"
WV,7.5,3,1995,"157,816"
WV,7.5,3,1996,"164,286"
WV,7.5,3,1997,"170,349"
WV,7.5,3,1998,"151,873"
WV,7.5,3,1999,"147,675"
WV,7.5,3,2000,"157,926"
WV,7.5,3,2001,"150,543"
WV,7.5,3,2002,"155,536"
WV,7.5,3,2003,"135,367"
WV,7.5,3,2004,"129,358"
WV,7.5,3,2005,"124,984"
WV,7.5,3,2006,"126,316"
WV,7.5,3,2007,"124,555"
WV,7.5,3,2008,"119,617"
WV,7.5,3,2009,"118,643"
WV,7.5,3,2010,"121,780"
WV,7.5,3,2011,"124,935"
WV,7.5,3,2012,"140,133"
WV,7.5,3,2013,"152,880"
WV,7.5,3,2014,"180,222"
WV,7.5,3,2015,"191,059"
WV,7.5,3,2016,"188,491"
WV,7.5,3,2017,"202,872"
WY,2,5,1960,"52,828"
WY,2,5,1961,"59,326"
WY,2,5,1962,"61,189"
WY,2,5,1963,"55,041"
WY,2,5,1964,"55,437"
WY,2,5,1965,"54,805"
WY,2,5,1966,"62,891"
WY,2,5,1967,"69,619"
WY,2,5,1968,"75,649"
WY,2,5,1969,"96,068"
WY,2,5,1970,"112,526"
WY,2,5,1971,"117,938"
WY,2,5,1972,"128,728"
WY,2,5,1973,"110,445"
WY,2,5,1974,"95,363"
WY,2,5,1975,"81,434"
WY,2,5,1976,"82,478"
WY,2,5,1977,"78,354"
WY,2,5,1978,"79,758"
WY,2,5,1979,"87,157"
WY,2,5,1980,"73,114"
WY,2,5,1981,"73,130"
WY,2,5,1982,"91,105"
WY,2,5,1983,"85,642"
WY,2,5,1984,"89,951"
WY,2,5,1985,"86,363"
WY,2,5,1986,"78,780"
WY,2,5,1987,"86,362"
WY,2,5,1988,"86,728"
WY,2,5,1989,"86,892"
WY,2,5,1990,"101,316"
WY,2,5,1991,"103,129"
WY,2,5,1992,"130,703"
WY,2,5,1993,"110,499"
WY,2,5,1994,"112,252"
WY,2,5,1995,"103,848"
WY,2,5,1996,"107,588"
WY,2,5,1997,"107,907"
WY,2,5,1998,"116,505"
WY,2,5,1999,"101,660"
WY,2,5,2000,"105,975"
WY,2,5,2001,"103,990"
WY,2,5,2002,"117,387"
WY,2,5,2003,"120,433"
WY,2,5,2004,"111,878"
WY,2,5,2005,"112,863"
WY,2,5,2006,"112,929"
WY,2,5,2007,"145,985"
WY,2,5,2008,"147,129"
WY,2,5,2009,"147,220"
WY,2,5,2010,"154,759"
WY,2,5,2011,"161,776"
WY,2,5,2012,"158,546"
WY,2,5,2013,"156,110"
WY,2,5,2014,"142,268"
WY,2,5,2015,"126,421"
WY,2,5,2016,"132,478"
WY,2,5,2017,"133,992"
US,,,1960,"12,385,366"
US,,,1961,"12,926,392"
US,,,1962,"13,730,841"
US,,,1963,"14,419,107"
US,,,1964,"15,297,642"
US,,,1965,"15,779,457"
US,,,1966,"17,005,781"
US,,,1967,"17,964,988"
US,,,1968,"19,204,569"
US,,,1969,"20,657,964"
US,,,1970,"21,692,710"
US,,,1971,"22,365,248"
US,,,1972,"22,682,497"
US,,,1973,"22,595,346"
US,,,1974,"21,729,561"
US,,,1975,"19,977,076"
US,,,1976,"20,381,227"
US,,,1977,"19,972,477"
US,,,1978,"20,067,662"
US,,,1979,"20,687,615"
US,,,1980,"20,383,954"
US,,,1981,"19,928,435"
US,,,1982,"18,515,242"
US,,,1983,"17,347,750"
US,,,1984,"18,502,834"
US,,,1985,"17,843,043"
US,,,1986,"16,718,431"
US,,,1987,"17,749,685"
US,,,1988,"18,562,882"
US,,,1989,"19,715,929"
US,,,1990,"19,752,485"
US,,,1991,"20,147,768"
US,,,1992,"20,843,610"
US,,,1993,"21,376,406"
US,,,1994,"21,870,095"
US,,,1995,"22,832,593"
US,,,1996,"23,262,444"
US,,,1997,"23,477,148"
US,,,1998,"23,015,631"
US,,,1999,"23,025,697"
US,,,2000,"23,907,237"
US,,,2001,"22,835,551"
US,,,2002,"23,582,195"
US,,,2003,"22,891,393"
US,,,2004,"22,988,315"
US,,,2005,"22,631,800"
US,,,2006,"22,292,657"
US,,,2007,"23,735,125"
US,,,2008,"23,898,175"
US,,,2009,"23,487,297"
US,,,2010,"24,633,507"
US,,,2011,"25,014,983"
US,,,2012,"26,138,351"
US,,,2013,"26,844,986"
US,,,2014,"27,438,655"
US,,,2015,"28,241,055"
US,,,2016,"28,452,762"
US,,,2017,"28,110,959"
